nic,antenna,ssid,distance,timestamp,rssi,link_quality,channel,link_quality_in_percentage
ampak-ap6212,1,senic-sandbox,0,1488364105,-48,62,3,88
ampak-ap6212,1,senic-sandbox,0,1488364106,-40,70,3,100
ampak-ap6212,1,senic-sandbox,0,1488364107,-40,70,3,100
ampak-ap6212,1,senic-sandbox,0,1488364108,-43,67,3,95
ampak-ap6212,1,senic-sandbox,0,1488364109,-45,65,3,92
ampak-ap6212,1,senic-sandbox,0,1488364110,-46,64,3,91
ampak-ap6212,1,senic-sandbox,0,1488364112,-46,64,3,91
ampak-ap6212,1,senic-sandbox,0,1488364113,-48,62,3,88
ampak-ap6212,1,senic-sandbox,0,1488364114,-45,65,3,92
ampak-ap6212,1,senic-sandbox,0,1488364115,-48,62,3,88
ampak-ap6212,1,senic-sandbox,0,1488364116,-47,63,3,90
ampak-ap6212,1,senic-sandbox,0,1488364117,-40,70,3,100
ampak-ap6212,1,senic-sandbox,0,1488364118,-47,63,3,90
ampak-ap6212,1,senic-sandbox,0,1488364119,-45,65,3,92
ampak-ap6212,1,senic-sandbox,0,1488364120,-39,70,3,100
ampak-ap6212,1,senic-sandbox,0,1488364121,-36,70,3,100
ampak-ap6212,1,senic-sandbox,0,1488364122,-36,70,3,100
ampak-ap6212,1,senic-sandbox,0,1488364124,-38,70,3,100
ampak-ap6212,1,senic-sandbox,0,1488364125,-43,67,3,95
ampak-ap6212,1,senic-sandbox,0,1488364126,-41,69,3,98
ampak-ap6212,1,senic-sandbox,0,1488364127,-43,67,3,95
ampak-ap6212,1,senic-sandbox,0,1488364128,-42,68,3,97
ampak-ap6212,1,senic-sandbox,0,1488364129,-42,68,3,97
ampak-ap6212,1,senic-sandbox,0,1488364130,-40,70,3,100
ampak-ap6212,1,senic-sandbox,0,1488364131,-41,69,3,98
ampak-ap6212,1,senic-sandbox,0,1488364132,-52,58,3,82
ampak-ap6212,1,senic-sandbox,0,1488364133,-52,58,3,82
ampak-ap6212,1,senic-sandbox,0,1488364134,-54,56,3,80
ampak-ap6212,1,senic-sandbox,0,1488364135,-45,65,3,92
ampak-ap6212,1,senic-sandbox,0,1488364136,-47,63,3,90
ampak-ap6212,1,senic-sandbox,0,1488364138,-40,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364182,-36,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364183,-38,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364184,-38,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364185,-38,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364186,-39,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364187,-39,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364188,-38,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364189,-39,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364190,-39,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364191,-39,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364192,-41,69,3,98
ampak-ap6212,1,senic-sandbox,1,1488364193,-38,70,3,100
ampak-ap6212,1,senic-sandbox,1,1488364195,-38,70,3,100
