nic,antenna,ssid,distance,timestamp,rssi,link_quality,channel,link_quality_in_percentage
mediatek-mt7610u,1,senic-sandbox,1,1489156771,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,1,1489156773,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,1,1489156774,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,1,1489156775,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,1,1489156776,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156777,-35,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156778,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156779,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156780,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156781,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,1,1489156782,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156783,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156784,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,1,1489156785,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156786,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156787,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156788,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156789,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156791,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156792,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156793,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156794,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156795,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156796,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,1,1489156797,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156841,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156842,-35,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156843,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156844,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,2,1489156845,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156846,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156847,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156848,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156849,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156850,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156851,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156852,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156853,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156854,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,2,1489156856,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156857,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156858,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156859,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156860,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156861,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156862,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156863,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156864,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156865,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156866,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156867,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156868,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156869,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156870,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,2,1489156871,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,2,1489156872,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156921,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156922,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,3,1489156923,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156924,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,3,1489156925,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,3,1489156926,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,3,1489156927,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,3,1489156928,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156929,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,3,1489156930,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,3,1489156931,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156932,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156934,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156935,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,3,1489156936,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156937,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156938,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156939,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156940,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156941,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156942,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156943,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156944,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156945,-37,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156946,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156947,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156948,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,3,1489156949,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156950,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,3,1489156951,-41,69,4,98
mediatek-mt7610u,1,senic-sandbox,3,1489156952,-39,70,4,100
mediatek-mt7610u,1,senic-sandbox,4,1489156997,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,4,1489156998,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,4,1489156999,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,4,1489157001,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,4,1489157002,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,4,1489157003,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,4,1489157004,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,4,1489157005,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,4,1489157006,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,4,1489157007,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,4,1489157008,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,4,1489157009,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,4,1489157010,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,4,1489157011,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,4,1489157012,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,4,1489157013,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,4,1489157014,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,4,1489157015,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,4,1489157016,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,4,1489157017,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,4,1489157018,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,4,1489157020,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,4,1489157021,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,4,1489157022,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,4,1489157023,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,4,1489157024,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,4,1489157025,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,4,1489157026,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,4,1489157027,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,4,1489157028,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,4,1489157029,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,5,1489157082,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,5,1489157083,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,5,1489157084,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,5,1489157085,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,5,1489157086,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,5,1489157087,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,5,1489157088,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,5,1489157089,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,5,1489157090,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,5,1489157091,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,5,1489157093,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,5,1489157094,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,5,1489157095,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,5,1489157096,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,5,1489157097,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,5,1489157098,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,5,1489157099,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,5,1489157100,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,5,1489157101,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,5,1489157102,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,5,1489157103,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,5,1489157104,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,5,1489157105,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,5,1489157106,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,5,1489157107,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,5,1489157108,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,5,1489157109,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,5,1489157110,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,5,1489157111,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,5,1489157113,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,5,1489157114,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,6,1489157161,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,6,1489157162,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,6,1489157163,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157164,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,6,1489157165,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,6,1489157166,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,6,1489157167,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157168,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157169,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,6,1489157170,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157171,-45,65,4,92
mediatek-mt7610u,1,senic-sandbox,6,1489157172,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157173,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,6,1489157174,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,6,1489157175,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157176,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157178,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,6,1489157179,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157180,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,6,1489157181,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157182,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157183,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,6,1489157184,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157185,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,6,1489157186,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,6,1489157187,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,6,1489157188,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,6,1489157189,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,6,1489157190,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,6,1489157191,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,6,1489157192,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,7,1489157233,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,7,1489157234,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,7,1489157235,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,7,1489157236,-43,67,4,95
mediatek-mt7610u,1,senic-sandbox,7,1489157237,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,7,1489157238,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,7,1489157239,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,7,1489157240,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,7,1489157241,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,7,1489157242,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,7,1489157244,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,7,1489157245,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,7,1489157246,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,7,1489157247,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,7,1489157248,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,7,1489157249,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,7,1489157250,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,7,1489157251,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,7,1489157252,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,7,1489157253,-59,51,4,72
mediatek-mt7610u,1,senic-sandbox,7,1489157254,-61,49,4,70
mediatek-mt7610u,1,senic-sandbox,7,1489157255,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,7,1489157256,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,7,1489157257,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,7,1489157258,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,7,1489157259,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,7,1489157260,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,7,1489157262,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,7,1489157263,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,7,1489157264,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,7,1489157265,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,8,1489157310,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157311,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,8,1489157312,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,8,1489157313,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,8,1489157314,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,8,1489157315,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,8,1489157316,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,8,1489157317,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,8,1489157318,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,8,1489157319,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157320,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,8,1489157321,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,8,1489157322,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157323,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,8,1489157324,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157325,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157326,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157328,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,8,1489157329,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157330,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157331,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157332,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,8,1489157333,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,8,1489157334,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157335,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,8,1489157336,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,8,1489157337,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,8,1489157338,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,8,1489157339,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,8,1489157340,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,8,1489157341,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,9,1489157384,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,9,1489157385,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,9,1489157386,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,9,1489157388,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,9,1489157389,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,9,1489157390,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,9,1489157391,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,9,1489157392,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,9,1489157393,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,9,1489157394,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,9,1489157395,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,9,1489157396,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,9,1489157397,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,9,1489157398,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,9,1489157399,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,9,1489157400,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,9,1489157401,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,9,1489157402,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,9,1489157403,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,9,1489157404,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,9,1489157406,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,9,1489157407,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,9,1489157408,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,9,1489157409,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,9,1489157410,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,9,1489157411,-59,51,4,72
mediatek-mt7610u,1,senic-sandbox,9,1489157412,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,9,1489157413,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,9,1489157414,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,9,1489157415,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,9,1489157416,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,10,1489157461,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,10,1489157462,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157463,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157464,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,10,1489157465,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,10,1489157466,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,10,1489157467,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,10,1489157468,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157469,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,10,1489157470,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,10,1489157471,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157472,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157473,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,10,1489157474,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157475,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157476,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,10,1489157477,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,10,1489157478,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157480,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,10,1489157481,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,10,1489157482,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,10,1489157483,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157484,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,10,1489157485,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157486,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,10,1489157487,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,10,1489157488,-49,61,4,87
mediatek-mt7610u,1,senic-sandbox,10,1489157489,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,10,1489157490,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,10,1489157491,-47,63,4,90
mediatek-mt7610u,1,senic-sandbox,10,1489157492,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,11,1489157541,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,11,1489157542,-85,25,4,35
mediatek-mt7610u,1,senic-sandbox,11,1489157543,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,11,1489157544,-59,51,4,72
mediatek-mt7610u,1,senic-sandbox,11,1489157546,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,11,1489157547,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,11,1489157548,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,11,1489157549,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,11,1489157550,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,11,1489157551,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,11,1489157552,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,11,1489157553,-59,51,4,72
mediatek-mt7610u,1,senic-sandbox,11,1489157554,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,11,1489157555,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,11,1489157556,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,11,1489157557,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,11,1489157558,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,11,1489157559,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,11,1489157560,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,11,1489157561,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,11,1489157562,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,11,1489157563,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,11,1489157564,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,11,1489157565,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,11,1489157567,-51,59,4,84
mediatek-mt7610u,1,senic-sandbox,11,1489157568,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,11,1489157569,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,11,1489157570,-57,53,4,75
mediatek-mt7610u,1,senic-sandbox,11,1489157571,-53,57,4,81
mediatek-mt7610u,1,senic-sandbox,11,1489157572,-61,49,4,70
mediatek-mt7610u,1,senic-sandbox,11,1489157573,-55,55,4,78
mediatek-mt7610u,1,senic-sandbox,12,1489157626,-83,27,4,38
mediatek-mt7610u,1,senic-sandbox,12,1489157627,-67,43,4,61
mediatek-mt7610u,1,senic-sandbox,12,1489157628,-67,43,4,61
mediatek-mt7610u,1,senic-sandbox,12,1489157629,-59,51,4,72
